order_id,order_date,customer,category,amount_original,currency_original,amount_brl
4065,2024-07-18,Mariana Santos,Eletrônicos,101.35,BRL,101.35
4066,2024-07-13,Mariana Henriques,Livros,3470.35,BRL,3470.35
4067,2023-12-11,Nuno Pereira,Casa,3891.60,BRL,3891.60
4068,2024-02-18,Eduarda Klein,Moda,4647.55,BRL,4647.55
4069,2024-03-06,Vitória Ribeiro,Eletrônicos,3475.32,USD,17346.36
4070,2024-02-08,Rafael Esteves,Esporte,4038.73,BRL,4038.73
4071,2023-01-23,Bruno Santos,Casa,2109.20,BRL,2109.20
4072,2024-07-23,Rafael Jesus,Moda,2280.76,BRL,2280.76
4074,2023-01-01,Felipe Ferreira,Eletrônicos,2054.27,BRL,2054.27
4075,2023-05-31,João Duarte,Esporte,4611.13,BRL,4611.13
4076,2024-12-08,João Duarte,Casa,2385.72,BRL,2385.72
4077,2023-12-23,Karina Carvalho,Casa,1015.74,USD,4978.24
4079,2024-06-09,Nuno Vasconcelos,Casa,2381.27,BRL,2381.27
4080,2024-12-17,Mariana Duarte,Moda,1165.47,BRL,1165.47
4081,2024-07-06,Bruno Almeida,Livros,3286.72,BRL,3286.72
4082,2024-07-12,Paulo Vasconcelos,Moda,1979.38,BRL,1979.38
4083,2023-02-22,Carla Jesus,Esporte,235.51,BRL,235.51
4084,2024-05-26,Karina Queiroz,Moda,4410.86,BRL,4410.86
4086,2024-12-21,Mariana Klein,Casa,1481.53,BRL,1481.53
4087,2023-05-14,Nuno Jesus,Moda,4643.79,BRL,4643.79
4088,2023-11-10,Nuno Oliveira,Casa,3401.91,BRL,3401.91
4089,2023-08-17,Diego Queiroz,Livros,2009.07,BRL,2009.07
4091,2024-06-18,Vitória Lopes,Eletrônicos,3055.63,USD,16392.54
4092,2024-01-05,Ana Vasconcelos,Eletrônicos,2934.82,BRL,2934.82
4093,2023-06-09,Rafael Esteves,Casa,4932.73,BRL,4932.73
4094,2023-12-14,Sofia Ribeiro,Esporte,4087.91,BRL,4087.91
4095,2023-10-29,Vitória Queiroz,Não informado,1819.35,BRL,1819.35
4096,2024-05-29,Tiago Lopes,Livros,2639.79,BRL,2639.79
4098,2024-01-02,Felipe Henriques,Moda,3541.86,BRL,3541.86
4102,2023-03-14,Mariana Duarte,Moda,2857.00,USD,14926.68
4103,2024-03-20,Nuno Santos,Casa,3056.15,BRL,3056.15
4104,2024-04-19,Olívia Klein,Esporte,3979.59,BRL,3979.59
4105,2023-02-23,Karina Almeida,Eletrônicos,2804.36,BRL,2804.36
4107,2023-03-11,Nuno Carvalho,Esporte,1097.01,USD,5731.44
4108,2023-06-14,Nuno Almeida,Livros,2245.65,USD,10872.76
4109,2024-01-15,Vitória Esteves,Moda,2160.13,BRL,2160.13
4110,2023-05-24,Olívia Jesus,Esporte,2480.68,BRL,2480.68
4111,2023-05-25,Ana Santos,Eletrônicos,2262.20,BRL,2262.20
4112,2023-06-25,Eduarda Esteves,Esporte,866.39,BRL,866.39
4113,2024-10-13,Gabriela Gomes,Moda,277.86,USD,1556.43
4114,2024-10-21,Lucas Henriques,Esporte,4236.69,BRL,4236.69
4115,2024-07-23,Lucas Martins,Casa,1276.50,BRL,1276.50
4116,2024-05-11,Eduarda Queiroz,Livros,2186.51,USD,11266.21
4117,2024-07-11,Olívia Vasconcelos,Moda,1136.58,BRL,1136.58
4118,2023-09-28,Karina Vasconcelos,Eletrônicos,3286.98,BRL,3286.98
4120,2024-05-03,Diego Oliveira,Casa,1615.39,BRL,1615.39
4121,2024-05-28,Gabriela Queiroz,Esporte,3611.37,USD,18607.95
4122,2023-02-17,Felipe Queiroz,Não informado,1397.90,BRL,1397.90
4123,2024-05-25,Paulo Martins,Moda,4780.84,BRL,4780.84
4124,2023-12-11,Rafael Gomes,Esporte,4706.23,USD,23065.70
4125,2023-07-03,Diego Esteves,Esporte,581.00,BRL,581.00
4126,2023-11-25,Sofia Esteves,Moda,2191.27,BRL,2191.27
4128,2023-08-09,Bruno Almeida,Moda,2799.22,BRL,2799.22
4129,2023-06-21,Carla Martins,Moda,3971.11,BRL,3971.11
4130,2024-02-23,Felipe Teixeira,Moda,1692.67,USD,8399.71
4131,2023-11-26,Mariana Santos,Livros,2739.43,BRL,2739.43
4132,2024-11-01,Vitória Almeida,Moda,1212.95,BRL,1212.95
4133,2024-12-20,Rafael Queiroz,Livros,2974.71,BRL,2974.71
4134,2024-01-14,Bruno Duarte,Esporte,2089.66,USD,10278.41
4135,2024-06-22,Gabriela Esteves,Livros,3666.75,BRL,3666.75
4139,2023-02-20,Lucas Santos,Esporte,2329.00,BRL,2329.00
4140,2023-09-08,Isabela Henriques,Esporte,2612.57,BRL,2612.57
4142,2023-10-26,Karina Almeida,Casa,3519.93,BRL,3519.93
4144,2023-12-11,Mariana Henriques,Casa,365.35,BRL,365.35
4145,2024-10-22,Mariana Duarte,Livros,3210.09,BRL,3210.09
4147,2024-11-16,Olívia Lopes,Livros,2217.12,BRL,2217.12
4148,2024-04-17,Vitória Almeida,Esporte,84.86,BRL,84.86
4149,2023-09-13,João Carvalho,Eletrônicos,1134.31,USD,5611.66
4150,2023-07-13,Vitória Vasconcelos,Moda,994.75,USD,4787.23
4152,2024-12-08,Ana Ferreira,Moda,128.09,BRL,128.09
4153,2024-03-19,Vitória Esteves,Moda,3677.26,USD,18354.31
4155,2024-06-28,Felipe Pereira,Livros,3870.97,BRL,3870.97
4156,2024-01-26,Carla Oliveira,Casa,3372.24,BRL,3372.24
4157,2023-01-16,Eduarda Jesus,Eletrônicos,2600.83,BRL,2600.83
4158,2024-05-01,Henrique Vasconcelos,Eletrônicos,809.79,USD,4172.52
4159,2023-01-02,Paulo Almeida,Livros,2606.23,BRL,2606.23
4161,2023-06-30,Eduarda Vasconcelos,Casa,2860.39,BRL,2860.39
4162,2024-11-08,Eduarda Ribeiro,Eletrônicos,1659.84,BRL,1659.84
4163,2023-11-16,Vitória Jesus,Moda,550.27,USD,2709.25
4164,2024-04-15,Isabela Henriques,Não informado,4528.75,BRL,4528.75
4165,2023-12-25,Carla Martins,Esporte,1189.13,USD,5828.05
4166,2024-08-03,Tiago Almeida,Livros,2854.43,BRL,2854.43
4167,2023-04-12,Diego Oliveira,Esporte,1981.23,BRL,1981.23
4170,2024-12-01,Rafael Oliveira,Casa,4684.92,BRL,4684.92
4171,2023-03-01,Mariana Ferreira,Casa,4367.76,BRL,4367.76
4172,2023-05-13,Rafael Lopes,Casa,336.63,BRL,336.63
4173,2023-04-18,Olívia Ferreira,Casa,2132.51,BRL,2132.51
4174,2023-05-04,Sofia Duarte,Livros,3203.20,BRL,3203.20
4175,2023-02-20,Sofia Almeida,Moda,321.76,BRL,321.76
4176,2024-08-22,Eduarda Pereira,Eletrônicos,65.13,BRL,65.13
4177,2024-11-18,Bruno Nogueira,Casa,2849.04,BRL,2849.04
4178,2024-10-15,Gabriela Nogueira,Moda,4927.93,BRL,4927.93
4180,2024-07-08,Isabela Jesus,Moda,755.82,USD,4180.59
4182,2023-03-29,Isabela Jesus,Moda,2459.41,BRL,2459.41
4183,2023-11-28,João Almeida,Casa,2709.72,BRL,2709.72
4184,2023-01-21,Vitória Barbosa,Livros,4984.73,BRL,4984.73
4185,2023-01-22,Paulo Carvalho,Livros,981.38,BRL,981.38
4186,2023-06-03,Eduarda Lopes,Livros,882.97,BRL,882.97
4187,2024-02-10,Vitória Almeida,Casa,2596.09,BRL,2596.09
4188,2024-05-29,Felipe Barbosa,Livros,4968.67,BRL,4968.67
4190,2023-12-29,Gabriela Klein,Esporte,4003.86,BRL,4003.86
4191,2023-06-30,Sofia Ferreira,Esporte,2301.42,BRL,2301.42
4192,2024-10-14,Paulo Esteves,Livros,2946.41,BRL,2946.41
4193,2024-04-24,Bruno Nogueira,Esporte,27.31,BRL,27.31
4194,2023-04-28,Tiago Almeida,Esporte,3467.33,BRL,3467.33
4198,2024-04-16,Tiago Carvalho,Moda,4219.94,BRL,4219.94
4199,2024-06-06,Mariana Vasconcelos,Eletrônicos,2955.67,BRL,2955.67
4200,2023-04-22,Henrique Carvalho,Livros,2975.63,BRL,2975.63
4201,2024-08-15,Carla Oliveira,Esporte,629.42,BRL,629.42
4202,2023-04-13,Felipe Duarte,Moda,158.40,BRL,158.40
4203,2023-02-21,Carla Lopes,Moda,2368.07,USD,12273.71
4204,2023-02-26,Diego Ribeiro,Esporte,4460.33,BRL,4460.33
4205,2024-06-02,Lucas Oliveira,Eletrônicos,1722.59,USD,9241.18
4206,2024-05-01,Paulo Vasconcelos,Esporte,4441.77,BRL,4441.77
4207,2023-09-08,Paulo Pereira,Eletrônicos,4375.94,BRL,4375.94
4212,2023-10-26,Lucas Carvalho,Esporte,908.09,BRL,908.09
4213,2023-03-21,Sofia Almeida,Eletrônicos,3625.29,BRL,3625.29
4214,2024-05-10,Henrique Santos,Eletrônicos,164.98,BRL,164.98
4215,2024-04-15,Karina Gomes,Não informado,2467.87,USD,12682.14
4216,2024-03-08,Bruno Vasconcelos,Esporte,1865.51,BRL,1865.51
4217,2024-12-26,Eduarda Santos,Eletrônicos,2787.72,BRL,2787.72
4218,2024-06-15,Karina Barbosa,Casa,4880.17,USD,26180.65
4219,2023-06-02,Carla Barbosa,Eletrônicos,4179.01,BRL,4179.01
4220,2023-07-25,Rafael Duarte,Casa,4015.83,BRL,4015.83
4221,2023-09-06,Diego Ferreira,Moda,3291.30,BRL,3291.30
4222,2023-06-22,Gabriela Nogueira,Esporte,3717.87,BRL,3717.87
4224,2023-05-31,Lucas Klein,Livros,2741.75,USD,13621.84
4225,2023-03-02,Nuno Ribeiro,Eletrônicos,3152.84,BRL,3152.84
4226,2024-05-17,Henrique Ribeiro,Casa,4501.71,BRL,4501.71
4227,2023-08-11,Olívia Santos,Moda,547.80,BRL,547.80
4228,2023-01-05,Sofia Teixeira,Livros,3649.44,BRL,3649.44
4229,2023-12-22,Henrique Oliveira,Eletrônicos,4599.08,BRL,4599.08
4230,2024-04-23,Karina Martins,Não informado,1415.71,BRL,1415.71
4231,2024-12-02,João Oliveira,Esporte,2776.81,BRL,2776.81
4232,2023-12-10,Bruno Esteves,Eletrônicos,2982.78,BRL,2982.78
4233,2024-09-30,Bruno Oliveira,Esporte,1426.44,BRL,1426.44
4234,2023-03-13,Mariana Henriques,Esporte,2141.36,BRL,2141.36
4235,2023-03-30,Carla Vasconcelos,Não informado,3294.45,BRL,3294.45
4236,2023-09-18,Mariana Vasconcelos,Moda,2225.76,USD,11011.28
4238,2024-06-28,Tiago Esteves,Casa,3694.65,BRL,3694.65
4240,2023-01-26,Ana Lopes,Livros,1440.03,BRL,1440.03
4241,2024-08-04,Henrique Barbosa,Esporte,3679.19,BRL,3679.19
4242,2023-11-27,Carla Santos,Casa,603.50,USD,2971.33
4243,2024-05-26,Mariana Teixeira,Eletrônicos,542.62,BRL,542.62
4244,2023-03-14,Lucas Esteves,Casa,3991.63,BRL,3991.63
4245,2024-03-25,Ana Lopes,Casa,3335.26,USD,16647.28
4246,2023-05-23,Vitória Vasconcelos,Esporte,2067.11,BRL,2067.11
4247,2023-01-13,Henrique Queiroz,Livros,4377.89,BRL,4377.89
4248,2024-05-07,Sofia Henriques,Não informado,1542.10,BRL,1542.10
4249,2023-10-24,Eduarda Almeida,Moda,4962.10,BRL,4962.10
4250,2024-07-27,Isabela Queiroz,Livros,1961.68,USD,10850.44
4252,2023-09-26,João Teixeira,Eletrônicos,4183.27,BRL,4183.27
4253,2023-08-26,Bruno Carvalho,Esporte,3750.00,BRL,3750.00
4254,2024-10-01,Mariana Santos,Casa,404.33,BRL,404.33
4255,2023-06-07,Gabriela Nogueira,Esporte,3083.61,BRL,3083.61
4256,2023-05-29,Olívia Vasconcelos,Moda,2524.09,USD,12540.44
4257,2023-05-21,Carla Pereira,Livros,1285.44,BRL,1285.44
4258,2023-03-24,Nuno Lopes,Moda,3022.53,BRL,3022.53
4259,2023-10-04,Diego Ferreira,Esporte,1271.56,BRL,1271.56
4260,2023-06-02,Diego Martins,Eletrônicos,2719.34,BRL,2719.34
4261,2024-05-07,Carla Pereira,Moda,2547.00,BRL,2547.00
4262,2024-09-16,Eduarda Queiroz,Casa,1021.33,BRL,1021.33
4263,2023-03-13,Karina Esteves,Eletrônicos,4202.69,USD,21957.37
4264,2023-12-17,Olívia Ferreira,Casa,1123.62,BRL,1123.62
4265,2023-09-18,Mariana Almeida,Livros,3042.95,USD,15054.08
4266,2024-03-17,Nuno Ferreira,Esporte,80.48,USD,401.70
4267,2023-03-04,Carla Ribeiro,Casa,3874.37,USD,20242.03
4268,2023-03-31,Vitória Ferreira,Eletrônicos,4801.95,BRL,4801.95
4269,2023-12-18,Olívia Ferreira,Moda,1684.13,BRL,1684.13
4270,2024-01-20,Olívia Esteves,Livros,2433.33,BRL,2433.33
4271,2024-05-02,Bruno Martins,Não informado,2999.09,USD,15453.11
4272,2024-06-17,Karina Carvalho,Eletrônicos,4102.35,BRL,4102.35
4273,2024-11-27,Henrique Klein,Moda,2237.60,BRL,2237.60
4274,2023-01-10,Ana Jesus,Casa,862.46,BRL,862.46
4275,2023-09-26,Felipe Almeida,Esporte,4121.58,BRL,4121.58
4276,2024-07-24,Felipe Queiroz,Livros,3870.89,BRL,3870.89
4278,2024-01-31,Tiago Lopes,Livros,1682.68,BRL,1682.68
4280,2023-11-24,Bruno Martins,Casa,1549.16,BRL,1549.16
4281,2024-07-29,Mariana Ribeiro,Livros,3488.79,BRL,3488.79
4283,2024-09-08,Henrique Klein,Livros,2296.68,BRL,2296.68
4285,2024-05-06,Felipe Teixeira,Casa,4041.83,BRL,4041.83
4286,2024-08-12,Gabriela Vasconcelos,Esporte,3133.61,BRL,3133.61
4287,2023-03-25,Sofia Teixeira,Casa,271.12,BRL,271.12
4288,2023-10-10,Diego Carvalho,Moda,786.68,BRL,786.68
4289,2023-01-23,João Esteves,Moda,1545.85,USD,8040.58
4290,2024-10-22,Ana Duarte,Eletrônicos,4647.39,BRL,4647.39
4291,2024-12-03,Diego Vasconcelos,Casa,2590.75,BRL,2590.75
4292,2024-02-20,Isabela Barbosa,Eletrônicos,89.18,BRL,89.18
4293,2023-01-09,Gabriela Martins,Eletrônicos,3904.35,BRL,3904.35
4294,2024-04-09,Mariana Teixeira,Eletrônicos,2064.05,BRL,2064.05
4295,2024-06-09,Vitória Pereira,Livros,1864.52,USD,10002.59
4296,2023-11-28,Rafael Klein,Casa,2076.51,BRL,2076.51
4297,2024-06-14,Gabriela Ferreira,Casa,4727.55,USD,25361.89
4298,2024-05-02,Ana Jesus,Livros,3398.33,BRL,3398.33
4299,2024-12-01,Vitória Lopes,Eletrônicos,1150.39,USD,6958.59
4301,2023-09-09,João Duarte,Eletrônicos,4690.15,BRL,4690.15
4302,2023-01-14,Bruno Teixeira,Casa,26.00,BRL,26.00
4303,2023-10-06,Carla Duarte,Livros,984.66,BRL,984.66
4304,2024-01-25,Lucas Martins,Esporte,319.91,BRL,319.91
4305,2023-04-24,Isabela Almeida,Moda,287.52,BRL,287.52
4306,2024-03-14,Henrique Queiroz,Esporte,1608.07,BRL,1608.07
4307,2024-11-29,Rafael Santos,Livros,4759.80,BRL,4759.80
4308,2023-08-25,Felipe Lopes,Livros,752.12,BRL,752.12
4309,2024-08-29,Henrique Duarte,Eletrônicos,3648.46,USD,20244.57
4311,2023-07-15,Isabela Teixeira,Eletrônicos,2263.00,BRL,2263.00
4314,2024-06-26,Karina Lopes,Eletrônicos,4494.00,USD,24108.96
4315,2023-07-22,João Ferreira,Livros,1751.77,BRL,1751.77
4316,2023-10-03,Karina Vasconcelos,Esporte,3949.62,BRL,3949.62
4317,2024-03-12,Felipe Queiroz,Moda,416.17,BRL,416.17
4318,2023-05-01,Diego Carvalho,Livros,4730.76,USD,23503.83
4319,2024-03-29,Mariana Pereira,Esporte,1386.72,BRL,1386.72
4320,2023-03-25,Rafael Klein,Esporte,1494.71,BRL,1494.71
4321,2023-06-27,Isabela Carvalho,Casa,3349.76,BRL,3349.76
4322,2024-03-06,Isabela Teixeira,Eletrônicos,2267.62,BRL,2267.62
4323,2023-12-13,Isabela Nogueira,Moda,420.13,BRL,420.13
4324,2023-04-18,Nuno Pereira,Eletrônicos,2715.09,USD,13624.05
4325,2023-04-18,Sofia Klein,Eletrônicos,2316.68,BRL,2316.68
4328,2024-12-26,Vitória Klein,Esporte,1524.77,BRL,1524.77
4329,2024-08-29,Diego Queiroz,Casa,3662.14,BRL,3662.14
4330,2024-07-22,Nuno Henriques,Eletrônicos,2858.05,BRL,2858.05
4331,2023-12-06,Mariana Lopes,Livros,2830.84,BRL,2830.84
4332,2024-12-11,Felipe Esteves,Livros,4047.99,BRL,4047.99
4335,2023-02-18,Carla Teixeira,Esporte,1720.50,BRL,1720.50
4336,2024-03-24,Paulo Teixeira,Casa,469.76,BRL,469.76
4337,2023-06-25,Mariana Gomes,Casa,4082.59,BRL,4082.59
4338,2024-07-30,Isabela Vasconcelos,Eletrônicos,71.41,USD,394.98
4339,2024-09-24,Olívia Duarte,Moda,1923.90,BRL,1923.90
4340,2023-01-05,Isabela Queiroz,Eletrônicos,1659.44,BRL,1659.44
4341,2023-06-06,Paulo Jesus,Livros,469.58,BRL,469.58
4342,2024-12-04,Felipe Santos,Moda,760.77,BRL,760.77
4343,2024-05-25,Bruno Santos,Eletrônicos,3329.44,BRL,3329.44
4346,2024-01-05,Mariana Carvalho,Livros,4075.46,BRL,4075.46
4347,2024-11-25,Carla Ferreira,Casa,186.80,BRL,186.80
4350,2023-02-01,Tiago Lopes,Casa,640.67,USD,3320.59
4351,2023-07-29,Sofia Barbosa,Não informado,3046.83,BRL,3046.83
4352,2023-07-28,Olívia Almeida,Livros,319.53,BRL,319.53
4355,2024-07-15,Isabela Carvalho,Esporte,2086.42,USD,11540.41
4356,2024-01-10,Nuno Santos,Livros,2782.11,BRL,2782.11
4357,2023-12-13,Vitória Esteves,Esporte,1452.79,USD,7120.27
4358,2024-05-26,Olívia Queiroz,Esporte,4986.70,USD,25694.47
4359,2023-10-03,Rafael Klein,Livros,643.11,BRL,643.11
4360,2024-08-31,Paulo Henriques,Moda,603.29,BRL,603.29
4361,2023-10-12,Nuno Pereira,Livros,3519.95,BRL,3519.95
4362,2024-05-19,Sofia Barbosa,Eletrônicos,592.81,BRL,592.81
4363,2023-02-06,Vitória Vasconcelos,Moda,1814.14,BRL,1814.14
4364,2024-08-30,Eduarda Gomes,Esporte,3326.13,BRL,3326.13
4367,2024-05-03,Diego Almeida,Livros,3489.37,USD,17979.33
4368,2023-10-15,Isabela Martins,Esporte,4348.72,BRL,4348.72
4369,2023-07-09,Henrique Jesus,Moda,2550.42,BRL,2550.42
4370,2024-02-22,Henrique Martins,Eletrônicos,1893.46,BRL,1893.46
4371,2024-08-31,Diego Ferreira,Não informado,2570.35,BRL,2570.35
4372,2023-03-08,Eduarda Oliveira,Livros,1041.15,USD,5439.59
4373,2023-08-12,Tiago Barbosa,Livros,2498.82,BRL,2498.82
4374,2024-11-29,Carla Nogueira,Casa,4328.36,BRL,4328.36
4375,2024-12-24,Rafael Queiroz,Eletrônicos,499.69,BRL,499.69
4377,2024-03-10,Lucas Lopes,Casa,2597.69,BRL,2597.69
4378,2023-08-20,Felipe Vasconcelos,Esporte,979.77,BRL,979.77
4379,2024-12-21,Sofia Nogueira,Livros,2356.20,USD,14252.42
4380,2023-07-02,Olívia Vasconcelos,Casa,1186.00,USD,5707.62
4381,2024-08-20,Felipe Barbosa,Esporte,3990.85,BRL,3990.85
4382,2024-08-31,Sofia Lopes,Casa,1758.16,BRL,1758.16
4383,2023-04-03,Isabela Esteves,Não informado,214.51,BRL,214.51
4388,2024-10-17,Eduarda Jesus,Casa,4470.61,USD,25042.12
4390,2024-07-23,Olívia Gomes,Eletrônicos,4963.50,BRL,4963.50
4392,2023-03-07,Paulo Santos,Moda,4477.96,BRL,4477.96
4393,2023-08-14,Olívia Esteves,Moda,3696.59,BRL,3696.59
4394,2023-12-13,Ana Almeida,Livros,4267.81,USD,20916.96
4395,2024-10-09,Olívia Barbosa,Casa,2351.22,USD,13170.36
4396,2024-12-19,Felipe Gomes,Moda,854.01,BRL,854.01
4398,2023-03-04,Felipe Ferreira,Esporte,3748.82,USD,19586.08
4399,2024-01-26,Carla Martins,Livros,4743.74,BRL,4743.74
4400,2023-01-28,Lucas Teixeira,Esporte,4298.49,BRL,4298.49
4401,2023-04-17,Felipe Esteves,Livros,566.38,USD,2842.04
4402,2023-04-12,Mariana Santos,Eletrônicos,4971.55,BRL,4971.55
4403,2024-04-26,Carla Almeida,Eletrônicos,3742.93,BRL,3742.93
4404,2024-01-15,Eduarda Santos,Eletrônicos,2726.94,USD,13413.00
4405,2023-02-11,Felipe Queiroz,Livros,3895.33,BRL,3895.33
4406,2024-02-20,João Ribeiro,Livros,1155.76,BRL,1155.76
4407,2023-07-14,Diego Jesus,Moda,3948.28,BRL,3948.28
4408,2023-04-09,Henrique Queiroz,Livros,1897.77,USD,9522.82
4410,2023-07-24,Tiago Pereira,Esporte,3516.37,BRL,3516.37
4411,2024-09-14,Bruno Oliveira,Esporte,475.18,BRL,475.18
4412,2023-05-23,Carla Gomes,Moda,764.28,BRL,764.28
4413,2024-01-29,Tiago Klein,Casa,3838.87,BRL,3838.87
4414,2023-09-09,Karina Queiroz,Casa,3185.77,BRL,3185.77
4415,2023-03-03,Diego Carvalho,Livros,2877.89,BRL,2877.89
4416,2024-04-07,Bruno Vasconcelos,Livros,515.53,BRL,515.53
4418,2024-05-03,Paulo Pereira,Moda,3910.75,BRL,3910.75
4419,2023-03-03,Eduarda Santos,Livros,4718.53,BRL,4718.53
4420,2024-01-11,Lucas Carvalho,Livros,2586.02,BRL,2586.02
4421,2024-01-27,Vitória Martins,Livros,3238.62,BRL,3238.62
4423,2024-12-18,Sofia Teixeira,Eletrônicos,3639.54,BRL,3639.54
4424,2024-07-16,Gabriela Oliveira,Livros,3152.71,USD,17438.27
4425,2023-10-13,Carla Oliveira,Casa,153.53,BRL,153.53
4426,2024-02-14,Nuno Almeida,Esporte,164.49,BRL,164.49
4427,2023-09-17,Eduarda Nogueira,Não informado,4661.50,BRL,4661.50
4429,2023-05-14,Rafael Carvalho,Eletrônicos,2346.31,BRL,2346.31
4430,2024-02-17,Olívia Gomes,Moda,2829.39,BRL,2829.39
4431,2024-12-23,Eduarda Santos,Livros,4738.23,BRL,4738.23
4432,2024-08-30,Paulo Pereira,Eletrônicos,2496.58,BRL,2496.58
4433,2023-02-17,Sofia Nogueira,Eletrônicos,2991.07,BRL,2991.07
4434,2023-09-21,Diego Vasconcelos,Moda,3787.35,BRL,3787.35
4436,2023-12-09,Bruno Nogueira,Casa,427.66,BRL,427.66
4437,2023-11-03,Carla Carvalho,Casa,1511.27,BRL,1511.27
4438,2024-06-13,Karina Vasconcelos,Esporte,2112.31,BRL,2112.31
4439,2023-06-07,Felipe Klein,Casa,2072.63,USD,10035.05
4440,2023-10-10,Bruno Nogueira,Casa,43.29,BRL,43.29
4441,2023-04-21,Diego Oliveira,Moda,3681.94,BRL,3681.94
4442,2024-11-02,Olívia Almeida,Esporte,4786.79,BRL,4786.79
4443,2024-12-11,Felipe Martins,Livros,1833.00,BRL,1833.00
4444,2023-05-04,Ana Santos,Casa,88.26,BRL,88.26
4445,2023-10-12,Karina Duarte,Livros,4991.18,USD,25373.16
4447,2023-02-28,Eduarda Vasconcelos,Livros,2667.17,BRL,2667.17
4448,2023-02-18,Paulo Barbosa,Livros,482.07,BRL,482.07
4449,2024-08-06,Lucas Oliveira,Esporte,1145.80,BRL,1145.80
4450,2024-05-18,Tiago Oliveira,Livros,175.36,BRL,175.36
4451,2023-03-25,Vitória Ribeiro,Livros,2409.20,BRL,2409.20
4454,2023-06-22,Ana Lopes,Casa,333.43,BRL,333.43
4455,2024-01-28,Carla Lopes,Casa,4826.43,BRL,4826.43
4456,2024-09-10,Bruno Carvalho,Moda,4150.05,BRL,4150.05
4457,2023-09-12,Isabela Vasconcelos,Esporte,4375.36,BRL,4375.36
4458,2023-02-28,Carla Nogueira,Eletrônicos,3980.08,BRL,3980.08
4459,2024-12-13,Carla Gomes,Eletrônicos,2597.70,BRL,2597.70
4460,2023-07-14,Nuno Duarte,Moda,208.44,BRL,208.44
4461,2023-01-07,Isabela Nogueira,Esporte,2916.37,BRL,2916.37
4462,2024-08-06,Sofia Santos,Moda,2781.06,BRL,2781.06
4463,2024-10-13,Tiago Nogueira,Casa,4146.19,BRL,4146.19
4464,2024-01-26,Diego Oliveira,Esporte,2764.06,BRL,2764.06
4465,2024-06-19,João Teixeira,Casa,110.36,BRL,110.36
4466,2023-08-09,Gabriela Ribeiro,Casa,4075.40,BRL,4075.40
4467,2023-07-22,Felipe Gomes,Eletrônicos,1454.00,BRL,1454.00
4468,2024-10-26,Bruno Esteves,Casa,2915.15,BRL,2915.15
4469,2024-01-01,João Teixeira,Esporte,159.08,BRL,159.08
4470,2024-12-01,Olívia Teixeira,Eletrônicos,752.37,BRL,752.37
4473,2024-05-21,Paulo Gomes,Esporte,4068.14,BRL,4068.14
4474,2023-02-19,Nuno Lopes,Moda,1793.28,BRL,1793.28
4475,2024-02-08,Paulo Duarte,Moda,3696.46,BRL,3696.46
4476,2023-02-04,Ana Ferreira,Eletrônicos,4935.02,BRL,4935.02
4477,2023-09-28,Bruno Ferreira,Eletrônicos,4085.89,BRL,4085.89
4479,2024-04-19,Ana Ribeiro,Esporte,4602.31,BRL,4602.31
4480,2024-08-18,Felipe Queiroz,Livros,171.69,BRL,171.69
4481,2024-02-29,Olívia Carvalho,Moda,3398.28,USD,16863.62
4482,2024-01-12,Eduarda Pereira,Eletrônicos,1033.29,BRL,1033.29
4483,2024-02-01,Olívia Ribeiro,Não informado,2047.54,BRL,2047.54
4484,2024-01-31,Carla Pereira,Eletrônicos,3400.26,USD,16724.86
4485,2024-04-27,Tiago Teixeira,Esporte,2701.46,BRL,2701.46
4486,2023-03-10,Henrique Carvalho,Livros,4358.70,USD,22772.46
4487,2024-08-30,Diego Lopes,Livros,823.13,USD,4567.38
4488,2024-05-24,Diego Duarte,Casa,1332.70,USD,6866.87
4489,2024-02-09,Diego Esteves,Esporte,4566.97,BRL,4566.97
4490,2023-10-09,Paulo Esteves,Moda,1029.28,BRL,1029.28
4491,2024-03-29,Karina Oliveira,Moda,720.63,BRL,720.63
4492,2024-04-05,Diego Ribeiro,Livros,4191.47,BRL,4191.47
4493,2023-05-01,Henrique Duarte,Moda,4609.92,BRL,4609.92
4494,2023-05-03,Carla Barbosa,Esporte,2953.75,USD,14675.12
4495,2024-11-14,Mariana Ferreira,Casa,1110.15,BRL,1110.15
4496,2024-05-14,Sofia Teixeira,Moda,3544.54,BRL,3544.54
4497,2023-09-22,Diego Oliveira,Casa,501.49,BRL,501.49
4498,2024-09-26,Lucas Vasconcelos,Casa,4475.54,BRL,4475.54
4499,2024-06-10,Rafael Esteves,Moda,2514.93,BRL,2514.93
4500,2023-03-30,Diego Esteves,Casa,2772.43,BRL,2772.43
4501,2024-10-04,Lucas Queiroz,Não informado,2318.02,BRL,2318.02
4502,2024-04-21,Karina Queiroz,Livros,1421.60,BRL,1421.60
4503,2023-03-26,Tiago Oliveira,Moda,685.65,USD,3582.25
4504,2023-05-17,Lucas Ferreira,Eletrônicos,2509.89,BRL,2509.89
4505,2024-11-22,Paulo Santos,Livros,813.70,BRL,813.70
4508,2024-05-10,Diego Esteves,Livros,1344.60,BRL,1344.60
4509,2023-11-03,Eduarda Ferreira,Moda,144.87,BRL,144.87
4511,2023-07-21,Karina Ribeiro,Livros,1462.28,USD,7037.22
4513,2023-06-29,João Oliveira,Moda,2416.64,BRL,2416.64
